PA,SZ,FA,Hse,Time
Queenstown,Holland Drive,>100 to 120,780,2016
Queenstown,Holland Drive,>120,340,2016
Queenstown,Holland Drive,Not Available,60,2016
Queenstown,Kent Ridge,<=60,0,2016
Queenstown,Kent Ridge,>60 to 80,0,2016
Queenstown,Kent Ridge,>80 to 100,0,2016
Queenstown,Kent Ridge,>100 to 120,440,2016
Queenstown,Kent Ridge,>120,100,2016
Queenstown,Kent Ridge,Not Available,0,2016
Queenstown,Margaret Drive,<=60,260,2016
Queenstown,Margaret Drive,>60 to 80,450,2016
Queenstown,Margaret Drive,>80 to 100,2820,2016
Queenstown,Margaret Drive,>100 to 120,1040,2016
Queenstown,Margaret Drive,>120,400,2016
Queenstown,Margaret Drive,Not Available,0,2016
Queenstown,Mei Chin,<=60,1820,2016
Queenstown,Mei Chin,>60 to 80,1530,2016
Queenstown,Mei Chin,>80 to 100,780,2016
Queenstown,Mei Chin,>100 to 120,1180,2016
Queenstown,Mei Chin,>120,1340,2016
Queenstown,Mei Chin,Not Available,180,2016
Queenstown,National University Of S'pore,<=60,0,2016
Queenstown,National University Of S'pore,>60 to 80,0,2016
Queenstown,National University Of S'pore,>80 to 100,0,2016
Queenstown,National University Of S'pore,>100 to 120,0,2016
Queenstown,National University Of S'pore,>120,0,2016
Queenstown,National University Of S'pore,Not Available,0,2016
Queenstown,One North,<=60,110,2016
Queenstown,One North,>60 to 80,50,2016
Queenstown,One North,>80 to 100,170,2016
Queenstown,One North,>100 to 120,300,2016
Queenstown,One North,>120,350,2016
Queenstown,One North,Not Available,0,2016
Queenstown,Pasir Panjang 1,<=60,310,2016
Queenstown,Pasir Panjang 1,>60 to 80,70,2016
Queenstown,Pasir Panjang 1,>80 to 100,310,2016
Queenstown,Pasir Panjang 1,>100 to 120,400,2016
Queenstown,Pasir Panjang 1,>120,1160,2016
Queenstown,Pasir Panjang 1,Not Available,40,2016
Queenstown,Pasir Panjang 2,<=60,10,2016
Queenstown,Pasir Panjang 2,>60 to 80,50,2016
Queenstown,Pasir Panjang 2,>80 to 100,210,2016
Queenstown,Pasir Panjang 2,>100 to 120,100,2016
Queenstown,Pasir Panjang 2,>120,1020,2016
Queenstown,Pasir Panjang 2,Not Available,70,2016
Queenstown,Port,<=60,0,2016
Queenstown,Port,>60 to 80,0,2016
Queenstown,Port,>80 to 100,0,2016
Queenstown,Port,>100 to 120,0,2016
Queenstown,Port,>120,0,2016
Queenstown,Port,Not Available,0,2016
Queenstown,Queensway,<=60,10,2016
Queenstown,Queensway,>60 to 80,0,2016
Queenstown,Queensway,>80 to 100,20,2016
Queenstown,Queensway,>100 to 120,30,2016
Queenstown,Queensway,>120,80,2016
Queenstown,Queensway,Not Available,0,2016
Queenstown,Singapore Polytechnic,<=60,0,2016
Queenstown,Singapore Polytechnic,>60 to 80,0,2016
Queenstown,Singapore Polytechnic,>80 to 100,0,2016
Queenstown,Singapore Polytechnic,>100 to 120,0,2016
Queenstown,Singapore Polytechnic,>120,0,2016
Queenstown,Singapore Polytechnic,Not Available,0,2016
Queenstown,Tanglin Halt,<=60,4200,2016
Queenstown,Tanglin Halt,>60 to 80,780,2016
Queenstown,Tanglin Halt,>80 to 100,970,2016
Queenstown,Tanglin Halt,>100 to 120,260,2016
Queenstown,Tanglin Halt,>120,40,2016
Queenstown,Tanglin Halt,Not Available,80,2016
River Valley,Institution Hill,<=60,300,2016
River Valley,Institution Hill,>60 to 80,70,2016
River Valley,Institution Hill,>80 to 100,570,2016
River Valley,Institution Hill,>100 to 120,380,2016
River Valley,Institution Hill,>120,1740,2016
River Valley,Institution Hill,Not Available,40,2016
River Valley,Leonie Hill,<=60,690,2016
River Valley,Leonie Hill,>60 to 80,220,2016
River Valley,Leonie Hill,>80 to 100,490,2016
River Valley,Leonie Hill,>100 to 120,270,2016
River Valley,Leonie Hill,>120,1610,2016
River Valley,Leonie Hill,Not Available,230,2016
River Valley,One Tree Hill,<=60,0,2016
River Valley,One Tree Hill,>60 to 80,20,2016
River Valley,One Tree Hill,>80 to 100,90,2016
River Valley,One Tree Hill,>100 to 120,40,2016
River Valley,One Tree Hill,>120,1460,2016
River Valley,One Tree Hill,Not Available,30,2016
River Valley,Oxley,<=60,40,2016
River Valley,Oxley,>60 to 80,30,2016
River Valley,Oxley,>80 to 100,140,2016
River Valley,Oxley,>100 to 120,130,2016
River Valley,Oxley,>120,690,2016
River Valley,Oxley,Not Available,100,2016
River Valley,Paterson,<=60,0,2016
River Valley,Paterson,>60 to 80,20,2016
River Valley,Paterson,>80 to 100,30,2016
River Valley,Paterson,>100 to 120,30,2016
River Valley,Paterson,>120,300,2016
River Valley,Paterson,Not Available,0,2016
Rochor,Bencoolen,<=60,420,2016
Rochor,Bencoolen,>60 to 80,160,2016
Rochor,Bencoolen,>80 to 100,120,2016
Rochor,Bencoolen,>100 to 120,60,2016
Rochor,Bencoolen,>120,60,2016
Rochor,Bencoolen,Not Available,60,2016
Rochor,Farrer Park,<=60,120,2016
Rochor,Farrer Park,>60 to 80,170,2016
Rochor,Farrer Park,>80 to 100,550,2016
Rochor,Farrer Park,>100 to 120,180,2016
Rochor,Farrer Park,>120,30,2016
Rochor,Farrer Park,Not Available,130,2016
Rochor,Kampong Glam,<=60,0,2016
Rochor,Kampong Glam,>60 to 80,0,2016
Rochor,Kampong Glam,>80 to 100,0,2016
Rochor,Kampong Glam,>100 to 120,0,2016
Rochor,Kampong Glam,>120,0,2016
Rochor,Kampong Glam,Not Available,0,2016
Rochor,Little India,<=60,10,2016
Rochor,Little India,>60 to 80,490,2016
Rochor,Little India,>80 to 100,40,2016
Rochor,Little India,>100 to 120,470,2016
Rochor,Little India,>120,110,2016
Rochor,Little India,Not Available,80,2016
Rochor,Mackenzie,<=60,60,2016
Rochor,Mackenzie,>60 to 80,40,2016
Rochor,Mackenzie,>80 to 100,10,2016
Rochor,Mackenzie,>100 to 120,0,2016
Rochor,Mackenzie,>120,20,2016
Rochor,Mackenzie,Not Available,10,2016
Rochor,Mount Emily,<=60,380,2016
Rochor,Mount Emily,>60 to 80,290,2016
Rochor,Mount Emily,>80 to 100,320,2016
Rochor,Mount Emily,>100 to 120,240,2016
Rochor,Mount Emily,>120,540,2016
Rochor,Mount Emily,Not Available,60,2016
Rochor,Rochor Canal,<=60,0,2016
Rochor,Rochor Canal,>60 to 80,0,2016
Rochor,Rochor Canal,>80 to 100,0,2016
Rochor,Rochor Canal,>100 to 120,0,2016
Rochor,Rochor Canal,>120,0,2016
Rochor,Rochor Canal,Not Available,0,2016
Rochor,Selegie,<=60,0,2016
Rochor,Selegie,>60 to 80,0,2016
Rochor,Selegie,>80 to 100,30,2016
Rochor,Selegie,>100 to 120,0,2016
Rochor,Selegie,>120,110,2016
Rochor,Selegie,Not Available,10,2016
Rochor,Sungei Road,<=60,300,2016
Rochor,Sungei Road,>60 to 80,400,2016
Rochor,Sungei Road,>80 to 100,120,2016
Rochor,Sungei Road,>100 to 120,0,2016
Rochor,Sungei Road,>120,20,2016
Rochor,Sungei Road,Not Available,40,2016
Rochor,Victoria,<=60,280,2016
Rochor,Victoria,>60 to 80,290,2016
Rochor,Victoria,>80 to 100,280,2016
Rochor,Victoria,>100 to 120,40,2016
Rochor,Victoria,>120,90,2016
Rochor,Victoria,Not Available,0,2016
Seletar,Pulau Punggol Barat,<=60,0,2016
Seletar,Pulau Punggol Barat,>60 to 80,0,2016
Seletar,Pulau Punggol Barat,>80 to 100,0,2016
Seletar,Pulau Punggol Barat,>100 to 120,0,2016
Seletar,Pulau Punggol Barat,>120,0,2016
Seletar,Pulau Punggol Barat,Not Available,0,2016
Seletar,Pulau Punggol Timor,<=60,0,2016
Seletar,Pulau Punggol Timor,>60 to 80,0,2016
Seletar,Pulau Punggol Timor,>80 to 100,0,2016
Seletar,Pulau Punggol Timor,>100 to 120,0,2016
Seletar,Pulau Punggol Timor,>120,0,2016
Seletar,Pulau Punggol Timor,Not Available,0,2016
Seletar,Seletar,<=60,0,2016
Seletar,Seletar,>60 to 80,0,2016
Seletar,Seletar,>80 to 100,0,2016
Seletar,Seletar,>100 to 120,10,2016
Seletar,Seletar,>120,120,2016
Seletar,Seletar,Not Available,0,2016
Seletar,Seletar Aerospace Park,<=60,0,2016
Seletar,Seletar Aerospace Park,>60 to 80,0,2016
Seletar,Seletar Aerospace Park,>80 to 100,0,2016
Seletar,Seletar Aerospace Park,>100 to 120,0,2016
Seletar,Seletar Aerospace Park,>120,0,2016
Seletar,Seletar Aerospace Park,Not Available,0,2016
Sembawang,Admiralty,<=60,510,2016
Sembawang,Admiralty,>60 to 80,260,2016
Sembawang,Admiralty,>80 to 100,1840,2016
Sembawang,Admiralty,>100 to 120,1330,2016
Sembawang,Admiralty,>120,720,2016
Sembawang,Admiralty,Not Available,0,2016
Sembawang,Sembawang Central,<=60,0,2016
Sembawang,Sembawang Central,>60 to 80,0,2016
Sembawang,Sembawang Central,>80 to 100,2120,2016
Sembawang,Sembawang Central,>100 to 120,3610,2016
Sembawang,Sembawang Central,>120,2180,2016
Sembawang,Sembawang Central,Not Available,0,2016
Sembawang,Sembawang East,<=60,0,2016
Sembawang,Sembawang East,>60 to 80,0,2016
Sembawang,Sembawang East,>80 to 100,0,2016
Sembawang,Sembawang East,>100 to 120,0,2016
Sembawang,Sembawang East,>120,0,2016
Sembawang,Sembawang East,Not Available,0,2016
Sembawang,Sembawang North,<=60,580,2016
Sembawang,Sembawang North,>60 to 80,90,2016
Sembawang,Sembawang North,>80 to 100,3090,2016
Sembawang,Sembawang North,>100 to 120,3150,2016
Sembawang,Sembawang North,>120,1100,2016
Sembawang,Sembawang North,Not Available,0,2016
Sembawang,Sembawang Springs,<=60,120,2016
Sembawang,Sembawang Springs,>60 to 80,120,2016
Sembawang,Sembawang Springs,>80 to 100,240,2016
Sembawang,Sembawang Springs,>100 to 120,290,2016
Sembawang,Sembawang Springs,>120,990,2016
Sembawang,Sembawang Springs,Not Available,100,2016
Sembawang,Sembawang Straits,<=60,0,2016
Sembawang,Sembawang Straits,>60 to 80,0,2016
Sembawang,Sembawang Straits,>80 to 100,20,2016
Sembawang,Sembawang Straits,>100 to 120,30,2016
Sembawang,Sembawang Straits,>120,480,2016
Sembawang,Sembawang Straits,Not Available,10,2016
Sembawang,Senoko North,<=60,0,2016
Sembawang,Senoko North,>60 to 80,0,2016
Sembawang,Senoko North,>80 to 100,0,2016
Sembawang,Senoko North,>100 to 120,0,2016
Sembawang,Senoko North,>120,0,2016
Sembawang,Senoko North,Not Available,0,2016
Sembawang,Senoko South,<=60,0,2016
Sembawang,Senoko South,>60 to 80,0,2016
Sembawang,Senoko South,>80 to 100,0,2016
Sembawang,Senoko South,>100 to 120,0,2016
Sembawang,Senoko South,>120,0,2016
Sembawang,Senoko South,Not Available,0,2016
Sembawang,The Wharves,<=60,0,2016
Sembawang,The Wharves,>60 to 80,0,2016
Sembawang,The Wharves,>80 to 100,0,2016
Sembawang,The Wharves,>100 to 120,0,2016
Sembawang,The Wharves,>120,0,2016
Sembawang,The Wharves,Not Available,0,2016
Sengkang,Anchorvale,<=60,670,2016
Sengkang,Anchorvale,>60 to 80,310,2016
Sengkang,Anchorvale,>80 to 100,4580,2016
Sengkang,Anchorvale,>100 to 120,5430,2016
Sengkang,Anchorvale,>120,1200,2016
Sengkang,Anchorvale,Not Available,0,2016
Sengkang,Compassvale,<=60,220,2016
Sengkang,Compassvale,>60 to 80,290,2016
Sengkang,Compassvale,>80 to 100,4600,2016
Sengkang,Compassvale,>100 to 120,1170,2016
Sengkang,Compassvale,>120,190,2016
Sengkang,Compassvale,Not Available,0,2016
Sengkang,Fernvale,<=60,1100,2016
Sengkang,Fernvale,>60 to 80,2360,2016
Sengkang,Fernvale,>80 to 100,8420,2016
Sengkang,Fernvale,>100 to 120,3550,2016
Sengkang,Fernvale,>120,610,2016
Sengkang,Fernvale,Not Available,70,2016
Sengkang,Lorong Halus North,<=60,0,2016
Sengkang,Lorong Halus North,>60 to 80,0,2016
Sengkang,Lorong Halus North,>80 to 100,0,2016
Sengkang,Lorong Halus North,>100 to 120,0,2016
Sengkang,Lorong Halus North,>120,0,2016
Sengkang,Lorong Halus North,Not Available,0,2016
Sengkang,Rivervale,<=60,710,2016
Sengkang,Rivervale,>60 to 80,480,2016
Sengkang,Rivervale,>80 to 100,6050,2016
Sengkang,Rivervale,>100 to 120,7540,2016
Sengkang,Rivervale,>120,3790,2016
Sengkang,Rivervale,Not Available,0,2016
Sengkang,Sengkang Town Centre,<=60,350,2016
Sengkang,Sengkang Town Centre,>60 to 80,1030,2016
Sengkang,Sengkang Town Centre,>80 to 100,6180,2016
Sengkang,Sengkang Town Centre,>100 to 120,7800,2016
Sengkang,Sengkang Town Centre,>120,3670,2016
Sengkang,Sengkang Town Centre,Not Available,0,2016
Sengkang,Sengkang West,<=60,0,2016
Sengkang,Sengkang West,>60 to 80,0,2016
Sengkang,Sengkang West,>80 to 100,0,2016
Sengkang,Sengkang West,>100 to 120,0,2016
Sengkang,Sengkang West,>120,0,2016
Sengkang,Sengkang West,Not Available,0,2016
Serangoon,Lorong Chuan,<=60,100,2016
Serangoon,Lorong Chuan,>60 to 80,50,2016
Serangoon,Lorong Chuan,>80 to 100,280,2016
Serangoon,Lorong Chuan,>100 to 120,440,2016
Serangoon,Lorong Chuan,>120,2210,2016
Serangoon,Lorong Chuan,Not Available,20,2016
Serangoon,Seletar Hills,<=60,230,2016
Serangoon,Seletar Hills,>60 to 80,50,2016
Serangoon,Seletar Hills,>80 to 100,220,2016
Serangoon,Seletar Hills,>100 to 120,130,2016
Serangoon,Seletar Hills,>120,3710,2016
Serangoon,Seletar Hills,Not Available,40,2016
Serangoon,Serangoon Central,<=60,660,2016
Serangoon,Serangoon Central,>60 to 80,1840,2016
Serangoon,Serangoon Central,>80 to 100,3180,2016
Serangoon,Serangoon Central,>100 to 120,1670,2016
Serangoon,Serangoon Central,>120,2020,2016
Serangoon,Serangoon Central,Not Available,100,2016
Serangoon,Serangoon Garden,<=60,870,2016
Serangoon,Serangoon Garden,>60 to 80,1690,2016
Serangoon,Serangoon Garden,>80 to 100,2880,2016
Serangoon,Serangoon Garden,>100 to 120,800,2016
Serangoon,Serangoon Garden,>120,5960,2016
Serangoon,Serangoon Garden,Not Available,160,2016
Serangoon,Serangoon North,<=60,0,2016
Serangoon,Serangoon North,>60 to 80,0,2016
Serangoon,Serangoon North,>80 to 100,600,2016
Serangoon,Serangoon North,>100 to 120,1750,2016
Serangoon,Serangoon North,>120,2300,2016
Serangoon,Serangoon North,Not Available,0,2016
Serangoon,Serangoon North Ind Estate,<=60,0,2016
Serangoon,Serangoon North Ind Estate,>60 to 80,0,2016
Serangoon,Serangoon North Ind Estate,>80 to 100,0,2016
Serangoon,Serangoon North Ind Estate,>100 to 120,0,2016
Serangoon,Serangoon North Ind Estate,>120,0,2016
Serangoon,Serangoon North Ind Estate,Not Available,0,2016
Serangoon,Upper Paya Lebar,<=60,490,2016
Serangoon,Upper Paya Lebar,>60 to 80,950,2016
Serangoon,Upper Paya Lebar,>80 to 100,620,2016
Serangoon,Upper Paya Lebar,>100 to 120,1770,2016
Serangoon,Upper Paya Lebar,>120,2050,2016
Serangoon,Upper Paya Lebar,Not Available,100,2016
Simpang,Pulau Seletar,<=60,0,2016
Simpang,Pulau Seletar,>60 to 80,0,2016
Simpang,Pulau Seletar,>80 to 100,0,2016
Simpang,Pulau Seletar,>100 to 120,0,2016
Simpang,Pulau Seletar,>120,0,2016
Simpang,Pulau Seletar,Not Available,0,2016
Simpang,Simpang North,<=60,0,2016
Simpang,Simpang North,>60 to 80,0,2016
Simpang,Simpang North,>80 to 100,0,2016
Simpang,Simpang North,>100 to 120,0,2016
Simpang,Simpang North,>120,0,2016
Simpang,Simpang North,Not Available,0,2016
Simpang,Simpang South,<=60,0,2016
Simpang,Simpang South,>60 to 80,0,2016
Simpang,Simpang South,>80 to 100,0,2016
Simpang,Simpang South,>100 to 120,0,2016
Simpang,Simpang South,>120,0,2016
Simpang,Simpang South,Not Available,0,2016
Simpang,Tanjong Irau,<=60,0,2016
Simpang,Tanjong Irau,>60 to 80,0,2016
Simpang,Tanjong Irau,>80 to 100,0,2016
Simpang,Tanjong Irau,>100 to 120,0,2016
Simpang,Tanjong Irau,>120,0,2016
Simpang,Tanjong Irau,Not Available,0,2016
Singapore River,Boat Quay,<=60,0,2016
Singapore River,Boat Quay,>60 to 80,40,2016
Singapore River,Boat Quay,>80 to 100,0,2016
Singapore River,Boat Quay,>100 to 120,40,2016
Singapore River,Boat Quay,>120,40,2016
Singapore River,Boat Quay,Not Available,10,2016
Singapore River,Clarke Quay,<=60,0,2016
Singapore River,Clarke Quay,>60 to 80,0,2016
Singapore River,Clarke Quay,>80 to 100,0,2016
Singapore River,Clarke Quay,>100 to 120,0,2016
Singapore River,Clarke Quay,>120,0,2016
Singapore River,Clarke Quay,Not Available,0,2016
Singapore River,Robertson Quay,<=60,200,2016
Singapore River,Robertson Quay,>60 to 80,440,2016
Singapore River,Robertson Quay,>80 to 100,730,2016
Singapore River,Robertson Quay,>100 to 120,420,2016
Singapore River,Robertson Quay,>120,1790,2016
Singapore River,Robertson Quay,Not Available,0,2016
Southern Islands,Sentosa,<=60,0,2016
Southern Islands,Sentosa,>60 to 80,0,2016
Southern Islands,Sentosa,>80 to 100,10,2016
Southern Islands,Sentosa,>100 to 120,100,2016
Southern Islands,Sentosa,>120,2050,2016
Southern Islands,Sentosa,Not Available,0,2016
Southern Islands,Southern Group,<=60,0,2016
Southern Islands,Southern Group,>60 to 80,0,2016
Southern Islands,Southern Group,>80 to 100,0,2016
Southern Islands,Southern Group,>100 to 120,0,2016
Southern Islands,Southern Group,>120,0,2016
Southern Islands,Southern Group,Not Available,0,2016
Straits View,Straits View,<=60,0,2016
Straits View,Straits View,>60 to 80,0,2016
Straits View,Straits View,>80 to 100,0,2016
Straits View,Straits View,>100 to 120,0,2016
Straits View,Straits View,>120,0,2016
Straits View,Straits View,Not Available,0,2016
Sungei Kadut,Gali Batu,<=60,0,2016
Sungei Kadut,Gali Batu,>60 to 80,0,2016
Sungei Kadut,Gali Batu,>80 to 100,0,2016
Sungei Kadut,Gali Batu,>100 to 120,0,2016
Sungei Kadut,Gali Batu,>120,0,2016
Sungei Kadut,Gali Batu,Not Available,0,2016
Sungei Kadut,Kranji,<=60,0,2016
Sungei Kadut,Kranji,>60 to 80,0,2016
Sungei Kadut,Kranji,>80 to 100,0,2016
Sungei Kadut,Kranji,>100 to 120,0,2016
Sungei Kadut,Kranji,>120,0,2016
Sungei Kadut,Kranji,Not Available,0,2016
Sungei Kadut,Pang Sua,<=60,0,2016
Sungei Kadut,Pang Sua,>60 to 80,0,2016
Sungei Kadut,Pang Sua,>80 to 100,0,2016
Sungei Kadut,Pang Sua,>100 to 120,0,2016
Sungei Kadut,Pang Sua,>120,0,2016
Sungei Kadut,Pang Sua,Not Available,0,2016
Sungei Kadut,Reservoir View,<=60,0,2016
Sungei Kadut,Reservoir View,>60 to 80,0,2016
Sungei Kadut,Reservoir View,>80 to 100,0,2016
Sungei Kadut,Reservoir View,>100 to 120,0,2016
Sungei Kadut,Reservoir View,>120,0,2016
Sungei Kadut,Reservoir View,Not Available,0,2016
Sungei Kadut,Turf Club,<=60,0,2016
Sungei Kadut,Turf Club,>60 to 80,0,2016
Sungei Kadut,Turf Club,>80 to 100,0,2016
Sungei Kadut,Turf Club,>100 to 120,10,2016
Sungei Kadut,Turf Club,>120,220,2016
Sungei Kadut,Turf Club,Not Available,0,2016
Tampines,Simei,<=60,90,2016
Tampines,Simei,>60 to 80,100,2016
Tampines,Simei,>80 to 100,2770,2016
Tampines,Simei,>100 to 120,4620,2016
Tampines,Simei,>120,6380,2016
Tampines,Simei,Not Available,0,2016
Tampines,Tampines East,<=60,2080,2016
Tampines,Tampines East,>60 to 80,8660,2016
Tampines,Tampines East,>80 to 100,4580,2016
Tampines,Tampines East,>100 to 120,12820,2016
Tampines,Tampines East,>120,12910,2016
Tampines,Tampines East,Not Available,280,2016
Tampines,Tampines North,<=60,0,2016
Tampines,Tampines North,>60 to 80,0,2016
Tampines,Tampines North,>80 to 100,0,2016
Tampines,Tampines North,>100 to 120,0,2016
Tampines,Tampines North,>120,0,2016
Tampines,Tampines North,Not Available,0,2016
Tampines,Tampines West,<=60,700,2016
Tampines,Tampines West,>60 to 80,3970,2016
Tampines,Tampines West,>80 to 100,4060,2016
Tampines,Tampines West,>100 to 120,9410,2016
Tampines,Tampines West,>120,5820,2016
Tampines,Tampines West,Not Available,140,2016
Tampines,Xilin,<=60,0,2016
Tampines,Xilin,>60 to 80,50,2016
Tampines,Xilin,>80 to 100,230,2016
Tampines,Xilin,>100 to 120,150,2016
Tampines,Xilin,>120,380,2016
Tampines,Xilin,Not Available,0,2016
Tanglin,Chatsworth,<=60,730,2016
Tanglin,Chatsworth,>60 to 80,480,2016
Tanglin,Chatsworth,>80 to 100,630,2016
Tanglin,Chatsworth,>100 to 120,780,2016
Tanglin,Chatsworth,>120,2770,2016
Tanglin,Chatsworth,Not Available,160,2016
Tanglin,Nassim,<=60,240,2016
Tanglin,Nassim,>60 to 80,190,2016
Tanglin,Nassim,>80 to 100,380,2016
Tanglin,Nassim,>100 to 120,510,2016
Tanglin,Nassim,>120,3950,2016
Tanglin,Nassim,Not Available,100,2016
Tanglin,Ridout,<=60,0,2016
Tanglin,Ridout,>60 to 80,0,2016
Tanglin,Ridout,>80 to 100,90,2016
Tanglin,Ridout,>100 to 120,30,2016
Tanglin,Ridout,>120,690,2016
Tanglin,Ridout,Not Available,10,2016
Tanglin,Tyersall,<=60,40,2016
Tanglin,Tyersall,>60 to 80,120,2016
Tanglin,Tyersall,>80 to 100,180,2016
Tanglin,Tyersall,>100 to 120,100,2016
Tanglin,Tyersall,>120,1550,2016
Tanglin,Tyersall,Not Available,110,2016
Tengah,Tengah,<=60,0,2016
Tengah,Tengah,>60 to 80,0,2016
Tengah,Tengah,>80 to 100,0,2016
Tengah,Tengah,>100 to 120,0,2016
Tengah,Tengah,>120,0,2016
Tengah,Tengah,Not Available,0,2016
Toa Payoh,Bidadari,<=60,0,2016
Toa Payoh,Bidadari,>60 to 80,0,2016
Toa Payoh,Bidadari,>80 to 100,0,2016
Toa Payoh,Bidadari,>100 to 120,0,2016
Toa Payoh,Bidadari,>120,0,2016
Toa Payoh,Bidadari,Not Available,0,2016
Toa Payoh,Boon Teck,<=60,2540,2016
Toa Payoh,Boon Teck,>60 to 80,1560,2016
Toa Payoh,Boon Teck,>80 to 100,60,2016
Toa Payoh,Boon Teck,>100 to 120,750,2016
Toa Payoh,Boon Teck,>120,580,2016
Toa Payoh,Boon Teck,Not Available,60,2016
Toa Payoh,Braddell,<=60,760,2016
Toa Payoh,Braddell,>60 to 80,1170,2016
Toa Payoh,Braddell,>80 to 100,660,2016
Toa Payoh,Braddell,>100 to 120,490,2016
Toa Payoh,Braddell,>120,730,2016
Toa Payoh,Braddell,Not Available,50,2016
Toa Payoh,Joo Seng,<=60,370,2016
Toa Payoh,Joo Seng,>60 to 80,120,2016
Toa Payoh,Joo Seng,>80 to 100,360,2016
Toa Payoh,Joo Seng,>100 to 120,830,2016
Toa Payoh,Joo Seng,>120,680,2016
Toa Payoh,Joo Seng,Not Available,90,2016
Toa Payoh,Kim Keat,<=60,190,2016
Toa Payoh,Kim Keat,>60 to 80,1320,2016
Toa Payoh,Kim Keat,>80 to 100,0,2016
Toa Payoh,Kim Keat,>100 to 120,760,2016
Toa Payoh,Kim Keat,>120,570,2016
Toa Payoh,Kim Keat,Not Available,20,2016
Toa Payoh,Lorong 8 Toa Payoh,<=60,260,2016
Toa Payoh,Lorong 8 Toa Payoh,>60 to 80,840,2016
Toa Payoh,Lorong 8 Toa Payoh,>80 to 100,980,2016
Toa Payoh,Lorong 8 Toa Payoh,>100 to 120,580,2016
Toa Payoh,Lorong 8 Toa Payoh,>120,10,2016
Toa Payoh,Lorong 8 Toa Payoh,Not Available,30,2016
Toa Payoh,Pei Chun,<=60,260,2016
Toa Payoh,Pei Chun,>60 to 80,2160,2016
Toa Payoh,Pei Chun,>80 to 100,480,2016
Toa Payoh,Pei Chun,>100 to 120,820,2016
Toa Payoh,Pei Chun,>120,200,2016
Toa Payoh,Pei Chun,Not Available,70,2016
Toa Payoh,Potong Pasir,<=60,80,2016
Toa Payoh,Potong Pasir,>60 to 80,2190,2016
Toa Payoh,Potong Pasir,>80 to 100,700,2016
Toa Payoh,Potong Pasir,>100 to 120,1000,2016
Toa Payoh,Potong Pasir,>120,610,2016
Toa Payoh,Potong Pasir,Not Available,60,2016
Toa Payoh,Sennett,<=60,190,2016
Toa Payoh,Sennett,>60 to 80,210,2016
Toa Payoh,Sennett,>80 to 100,200,2016
Toa Payoh,Sennett,>100 to 120,110,2016
Toa Payoh,Sennett,>120,1270,2016
Toa Payoh,Sennett,Not Available,90,2016
Toa Payoh,Toa Payoh Central,<=60,1240,2016
Toa Payoh,Toa Payoh Central,>60 to 80,2710,2016
Toa Payoh,Toa Payoh Central,>80 to 100,2620,2016
Toa Payoh,Toa Payoh Central,>100 to 120,2620,2016
Toa Payoh,Toa Payoh Central,>120,1430,2016
