PA,SZ,FA,Hse,Time
Hougang,Defu Industrial Park,Not Available,0,2016
Hougang,Hougang Central,<=60,100,2016
Hougang,Hougang Central,>60 to 80,120,2016
Hougang,Hougang Central,>80 to 100,150,2016
Hougang,Hougang Central,>100 to 120,500,2016
Hougang,Hougang Central,>120,660,2016
Hougang,Hougang Central,Not Available,50,2016
Hougang,Hougang East,<=60,80,2016
Hougang,Hougang East,>60 to 80,700,2016
Hougang,Hougang East,>80 to 100,2150,2016
Hougang,Hougang East,>100 to 120,3390,2016
Hougang,Hougang East,>120,1660,2016
Hougang,Hougang East,Not Available,10,2016
Hougang,Hougang West,<=60,600,2016
Hougang,Hougang West,>60 to 80,2720,2016
Hougang,Hougang West,>80 to 100,3730,2016
Hougang,Hougang West,>100 to 120,4520,2016
Hougang,Hougang West,>120,2720,2016
Hougang,Hougang West,Not Available,110,2016
Hougang,Kangkar,<=60,1330,2016
Hougang,Kangkar,>60 to 80,1920,2016
Hougang,Kangkar,>80 to 100,2830,2016
Hougang,Kangkar,>100 to 120,2340,2016
Hougang,Kangkar,>120,2230,2016
Hougang,Kangkar,Not Available,80,2016
Hougang,Kovan,<=60,420,2016
Hougang,Kovan,>60 to 80,570,2016
Hougang,Kovan,>80 to 100,1500,2016
Hougang,Kovan,>100 to 120,1420,2016
Hougang,Kovan,>120,4930,2016
Hougang,Kovan,Not Available,100,2016
Hougang,Lorong Ah Soo,<=60,250,2016
Hougang,Lorong Ah Soo,>60 to 80,2910,2016
Hougang,Lorong Ah Soo,>80 to 100,2400,2016
Hougang,Lorong Ah Soo,>100 to 120,2410,2016
Hougang,Lorong Ah Soo,>120,3180,2016
Hougang,Lorong Ah Soo,Not Available,210,2016
Hougang,Lorong Halus,<=60,0,2016
Hougang,Lorong Halus,>60 to 80,0,2016
Hougang,Lorong Halus,>80 to 100,0,2016
Hougang,Lorong Halus,>100 to 120,0,2016
Hougang,Lorong Halus,>120,0,2016
Hougang,Lorong Halus,Not Available,0,2016
Hougang,Tai Seng,<=60,740,2016
Hougang,Tai Seng,>60 to 80,200,2016
Hougang,Tai Seng,>80 to 100,280,2016
Hougang,Tai Seng,>100 to 120,1350,2016
Hougang,Tai Seng,>120,1640,2016
Hougang,Tai Seng,Not Available,20,2016
Hougang,Trafalgar,<=60,660,2016
Hougang,Trafalgar,>60 to 80,360,2016
Hougang,Trafalgar,>80 to 100,4090,2016
Hougang,Trafalgar,>100 to 120,4590,2016
Hougang,Trafalgar,>120,2400,2016
Hougang,Trafalgar,Not Available,0,2016
Jurong East,International Business Park,<=60,0,2016
Jurong East,International Business Park,>60 to 80,0,2016
Jurong East,International Business Park,>80 to 100,0,2016
Jurong East,International Business Park,>100 to 120,0,2016
Jurong East,International Business Park,>120,0,2016
Jurong East,International Business Park,Not Available,0,2016
Jurong East,Jurong Gateway,<=60,0,2016
Jurong East,Jurong Gateway,>60 to 80,0,2016
Jurong East,Jurong Gateway,>80 to 100,0,2016
Jurong East,Jurong Gateway,>100 to 120,0,2016
Jurong East,Jurong Gateway,>120,0,2016
Jurong East,Jurong Gateway,Not Available,0,2016
Jurong East,Jurong Port,<=60,0,2016
Jurong East,Jurong Port,>60 to 80,0,2016
Jurong East,Jurong Port,>80 to 100,0,2016
Jurong East,Jurong Port,>100 to 120,0,2016
Jurong East,Jurong Port,>120,0,2016
Jurong East,Jurong Port,Not Available,0,2016
Jurong East,Jurong River,<=60,0,2016
Jurong East,Jurong River,>60 to 80,0,2016
Jurong East,Jurong River,>80 to 100,0,2016
Jurong East,Jurong River,>100 to 120,0,2016
Jurong East,Jurong River,>120,0,2016
Jurong East,Jurong River,Not Available,0,2016
Jurong East,Lakeside,<=60,0,2016
Jurong East,Lakeside,>60 to 80,0,2016
Jurong East,Lakeside,>80 to 100,0,2016
Jurong East,Lakeside,>100 to 120,40,2016
Jurong East,Lakeside,>120,380,2016
Jurong East,Lakeside,Not Available,0,2016
Jurong East,Penjuru Crescent,<=60,0,2016
Jurong East,Penjuru Crescent,>60 to 80,0,2016
Jurong East,Penjuru Crescent,>80 to 100,0,2016
Jurong East,Penjuru Crescent,>100 to 120,0,2016
Jurong East,Penjuru Crescent,>120,0,2016
Jurong East,Penjuru Crescent,Not Available,0,2016
Jurong East,Teban Gardens,<=60,90,2016
Jurong East,Teban Gardens,>60 to 80,1830,2016
Jurong East,Teban Gardens,>80 to 100,2690,2016
Jurong East,Teban Gardens,>100 to 120,1230,2016
Jurong East,Teban Gardens,>120,420,2016
Jurong East,Teban Gardens,Not Available,10,2016
Jurong East,Toh Guan,<=60,0,2016
Jurong East,Toh Guan,>60 to 80,270,2016
Jurong East,Toh Guan,>80 to 100,920,2016
Jurong East,Toh Guan,>100 to 120,1310,2016
Jurong East,Toh Guan,>120,2100,2016
Jurong East,Toh Guan,Not Available,10,2016
Jurong East,Yuhua East,<=60,0,2016
Jurong East,Yuhua East,>60 to 80,2780,2016
Jurong East,Yuhua East,>80 to 100,2530,2016
Jurong East,Yuhua East,>100 to 120,1670,2016
Jurong East,Yuhua East,>120,1490,2016
Jurong East,Yuhua East,Not Available,140,2016
Jurong East,Yuhua West,<=60,850,2016
Jurong East,Yuhua West,>60 to 80,1410,2016
Jurong East,Yuhua West,>80 to 100,550,2016
Jurong East,Yuhua West,>100 to 120,1990,2016
Jurong East,Yuhua West,>120,2120,2016
Jurong East,Yuhua West,Not Available,80,2016
Jurong West,Boon Lay Place,<=60,3180,2016
Jurong West,Boon Lay Place,>60 to 80,3570,2016
Jurong West,Boon Lay Place,>80 to 100,800,2016
Jurong West,Boon Lay Place,>100 to 120,1670,2016
Jurong West,Boon Lay Place,>120,720,2016
Jurong West,Boon Lay Place,Not Available,0,2016
Jurong West,Chin Bee,<=60,0,2016
Jurong West,Chin Bee,>60 to 80,0,2016
Jurong West,Chin Bee,>80 to 100,0,2016
Jurong West,Chin Bee,>100 to 120,0,2016
Jurong West,Chin Bee,>120,0,2016
Jurong West,Chin Bee,Not Available,0,2016
Jurong West,Hong Kah,<=60,420,2016
Jurong West,Hong Kah,>60 to 80,4050,2016
Jurong West,Hong Kah,>80 to 100,2980,2016
Jurong West,Hong Kah,>100 to 120,6280,2016
Jurong West,Hong Kah,>120,3030,2016
Jurong West,Hong Kah,Not Available,210,2016
Jurong West,Jurong West Central,<=60,30,2016
Jurong West,Jurong West Central,>60 to 80,290,2016
Jurong West,Jurong West Central,>80 to 100,7210,2016
Jurong West,Jurong West Central,>100 to 120,9090,2016
Jurong West,Jurong West Central,>120,3050,2016
Jurong West,Jurong West Central,Not Available,0,2016
Jurong West,Kian Teck,<=60,0,2016
Jurong West,Kian Teck,>60 to 80,0,2016
Jurong West,Kian Teck,>80 to 100,0,2016
Jurong West,Kian Teck,>100 to 120,0,2016
Jurong West,Kian Teck,>120,0,2016
Jurong West,Kian Teck,Not Available,0,2016
Jurong West,Safti,<=60,0,2016
Jurong West,Safti,>60 to 80,0,2016
Jurong West,Safti,>80 to 100,0,2016
Jurong West,Safti,>100 to 120,0,2016
Jurong West,Safti,>120,0,2016
Jurong West,Safti,Not Available,0,2016
Jurong West,Taman Jurong,<=60,1100,2016
Jurong West,Taman Jurong,>60 to 80,2400,2016
Jurong West,Taman Jurong,>80 to 100,2070,2016
Jurong West,Taman Jurong,>100 to 120,3590,2016
Jurong West,Taman Jurong,>120,3150,2016
Jurong West,Taman Jurong,Not Available,0,2016
Jurong West,Wenya,<=60,0,2016
Jurong West,Wenya,>60 to 80,0,2016
Jurong West,Wenya,>80 to 100,910,2016
Jurong West,Wenya,>100 to 120,1210,2016
Jurong West,Wenya,>120,250,2016
Jurong West,Wenya,Not Available,0,2016
Jurong West,Yunnan,<=60,100,2016
Jurong West,Yunnan,>60 to 80,790,2016
Jurong West,Yunnan,>80 to 100,590,2016
Jurong West,Yunnan,>100 to 120,9060,2016
Jurong West,Yunnan,>120,7640,2016
Jurong West,Yunnan,Not Available,30,2016
Kallang,Bendemeer,<=60,1900,2016
Kallang,Bendemeer,>60 to 80,3600,2016
Kallang,Bendemeer,>80 to 100,2980,2016
Kallang,Bendemeer,>100 to 120,3030,2016
Kallang,Bendemeer,>120,1520,2016
Kallang,Bendemeer,Not Available,290,2016
Kallang,Boon Keng,<=60,460,2016
Kallang,Boon Keng,>60 to 80,1050,2016
Kallang,Boon Keng,>80 to 100,1850,2016
Kallang,Boon Keng,>100 to 120,870,2016
Kallang,Boon Keng,>120,200,2016
Kallang,Boon Keng,Not Available,60,2016
Kallang,Crawford,<=60,2990,2016
Kallang,Crawford,>60 to 80,900,2016
Kallang,Crawford,>80 to 100,410,2016
Kallang,Crawford,>100 to 120,230,2016
Kallang,Crawford,>120,290,2016
Kallang,Crawford,Not Available,100,2016
Kallang,Geylang Bahru,<=60,1020,2016
Kallang,Geylang Bahru,>60 to 80,2200,2016
Kallang,Geylang Bahru,>80 to 100,390,2016
Kallang,Geylang Bahru,>100 to 120,600,2016
Kallang,Geylang Bahru,>120,150,2016
Kallang,Geylang Bahru,Not Available,70,2016
Kallang,Kallang Bahru,<=60,0,2016
Kallang,Kallang Bahru,>60 to 80,0,2016
Kallang,Kallang Bahru,>80 to 100,0,2016
Kallang,Kallang Bahru,>100 to 120,0,2016
Kallang,Kallang Bahru,>120,0,2016
Kallang,Kallang Bahru,Not Available,0,2016
Kallang,Kampong Bugis,<=60,20,2016
Kallang,Kampong Bugis,>60 to 80,10,2016
Kallang,Kampong Bugis,>80 to 100,30,2016
Kallang,Kampong Bugis,>100 to 120,210,2016
Kallang,Kampong Bugis,>120,100,2016
Kallang,Kampong Bugis,Not Available,20,2016
Kallang,Kampong Java,<=60,550,2016
Kallang,Kampong Java,>60 to 80,920,2016
Kallang,Kampong Java,>80 to 100,1540,2016
Kallang,Kampong Java,>100 to 120,1130,2016
Kallang,Kampong Java,>120,560,2016
Kallang,Kampong Java,Not Available,310,2016
Kallang,Lavender,<=60,1950,2016
Kallang,Lavender,>60 to 80,650,2016
Kallang,Lavender,>80 to 100,630,2016
Kallang,Lavender,>100 to 120,1350,2016
Kallang,Lavender,>120,610,2016
Kallang,Lavender,Not Available,430,2016
Kallang,Tanjong Rhu,<=60,920,2016
Kallang,Tanjong Rhu,>60 to 80,380,2016
Kallang,Tanjong Rhu,>80 to 100,360,2016
Kallang,Tanjong Rhu,>100 to 120,800,2016
Kallang,Tanjong Rhu,>120,2970,2016
Kallang,Tanjong Rhu,Not Available,20,2016
Lim Chu Kang,Lim Chu Kang,<=60,0,2016
Lim Chu Kang,Lim Chu Kang,>60 to 80,0,2016
Lim Chu Kang,Lim Chu Kang,>80 to 100,0,2016
Lim Chu Kang,Lim Chu Kang,>100 to 120,0,2016
Lim Chu Kang,Lim Chu Kang,>120,0,2016
Lim Chu Kang,Lim Chu Kang,Not Available,0,2016
Mandai,Mandai East,<=60,0,2016
Mandai,Mandai East,>60 to 80,0,2016
Mandai,Mandai East,>80 to 100,0,2016
Mandai,Mandai East,>100 to 120,0,2016
Mandai,Mandai East,>120,0,2016
Mandai,Mandai East,Not Available,0,2016
Mandai,Mandai Estate,<=60,0,2016
Mandai,Mandai Estate,>60 to 80,10,2016
Mandai,Mandai Estate,>80 to 100,80,2016
Mandai,Mandai Estate,>100 to 120,140,2016
Mandai,Mandai Estate,>120,420,2016
Mandai,Mandai Estate,Not Available,50,2016
Mandai,Mandai West,<=60,0,2016
Mandai,Mandai West,>60 to 80,0,2016
Mandai,Mandai West,>80 to 100,0,2016
Mandai,Mandai West,>100 to 120,0,2016
Mandai,Mandai West,>120,0,2016
Mandai,Mandai West,Not Available,0,2016
Marina East,Marina East,<=60,0,2016
Marina East,Marina East,>60 to 80,0,2016
Marina East,Marina East,>80 to 100,0,2016
Marina East,Marina East,>100 to 120,0,2016
Marina East,Marina East,>120,0,2016
Marina East,Marina East,Not Available,0,2016
Marina South,Marina South,<=60,0,2016
Marina South,Marina South,>60 to 80,0,2016
Marina South,Marina South,>80 to 100,0,2016
Marina South,Marina South,>100 to 120,0,2016
Marina South,Marina South,>120,0,2016
Marina South,Marina South,Not Available,0,2016
Marine Parade,East Coast,<=60,0,2016
Marine Parade,East Coast,>60 to 80,0,2016
Marine Parade,East Coast,>80 to 100,0,2016
Marine Parade,East Coast,>100 to 120,0,2016
Marine Parade,East Coast,>120,0,2016
Marine Parade,East Coast,Not Available,0,2016
Marine Parade,Katong,<=60,390,2016
Marine Parade,Katong,>60 to 80,310,2016
Marine Parade,Katong,>80 to 100,570,2016
Marine Parade,Katong,>100 to 120,480,2016
Marine Parade,Katong,>120,2110,2016
Marine Parade,Katong,Not Available,330,2016
Marine Parade,Marina East (Mp),<=60,0,2016
Marine Parade,Marina East (Mp),>60 to 80,0,2016
Marine Parade,Marina East (Mp),>80 to 100,0,2016
Marine Parade,Marina East (Mp),>100 to 120,0,2016
Marine Parade,Marina East (Mp),>120,0,2016
Marine Parade,Marina East (Mp),Not Available,0,2016
Marine Parade,Marine Parade,<=60,1850,2016
Marine Parade,Marine Parade,>60 to 80,3030,2016
Marine Parade,Marine Parade,>80 to 100,2370,2016
Marine Parade,Marine Parade,>100 to 120,1810,2016
Marine Parade,Marine Parade,>120,3210,2016
Marine Parade,Marine Parade,Not Available,190,2016
Marine Parade,Mountbatten,<=60,60,2016
Marine Parade,Mountbatten,>60 to 80,20,2016
Marine Parade,Mountbatten,>80 to 100,380,2016
Marine Parade,Mountbatten,>100 to 120,390,2016
Marine Parade,Mountbatten,>120,3430,2016
Marine Parade,Mountbatten,Not Available,80,2016
Museum,Bras Basah,<=60,0,2016
Museum,Bras Basah,>60 to 80,0,2016
Museum,Bras Basah,>80 to 100,0,2016
Museum,Bras Basah,>100 to 120,0,2016
Museum,Bras Basah,>120,0,2016
Museum,Bras Basah,Not Available,0,2016
Museum,Dhoby Ghaut,<=60,80,2016
Museum,Dhoby Ghaut,>60 to 80,170,2016
Museum,Dhoby Ghaut,>80 to 100,180,2016
Museum,Dhoby Ghaut,>100 to 120,80,2016
Museum,Dhoby Ghaut,>120,50,2016
Museum,Dhoby Ghaut,Not Available,90,2016
Museum,Fort Canning,<=60,0,2016
Museum,Fort Canning,>60 to 80,0,2016
Museum,Fort Canning,>80 to 100,30,2016
Museum,Fort Canning,>100 to 120,0,2016
Museum,Fort Canning,>120,160,2016
Museum,Fort Canning,Not Available,20,2016
Newton,Cairnhill,<=60,170,2016
Newton,Cairnhill,>60 to 80,170,2016
Newton,Cairnhill,>80 to 100,360,2016
Newton,Cairnhill,>100 to 120,360,2016
Newton,Cairnhill,>120,2470,2016
Newton,Cairnhill,Not Available,90,2016
Newton,Goodwood Park,<=60,30,2016
Newton,Goodwood Park,>60 to 80,130,2016
Newton,Goodwood Park,>80 to 100,60,2016
Newton,Goodwood Park,>100 to 120,90,2016
Newton,Goodwood Park,>120,560,2016
Newton,Goodwood Park,Not Available,0,2016
Newton,Istana Negara,<=60,0,2016
Newton,Istana Negara,>60 to 80,0,2016
Newton,Istana Negara,>80 to 100,0,2016
Newton,Istana Negara,>100 to 120,0,2016
Newton,Istana Negara,>120,0,2016
Newton,Istana Negara,Not Available,0,2016
Newton,Monk's Hill,<=60,100,2016
Newton,Monk's Hill,>60 to 80,10,2016
Newton,Monk's Hill,>80 to 100,60,2016
Newton,Monk's Hill,>100 to 120,100,2016
Newton,Monk's Hill,>120,400,2016
Newton,Monk's Hill,Not Available,30,2016
Newton,Newton Circus,<=60,0,2016
Newton,Newton Circus,>60 to 80,0,2016
Newton,Newton Circus,>80 to 100,0,2016
Newton,Newton Circus,>100 to 120,50,2016
Newton,Newton Circus,>120,200,2016
Newton,Newton Circus,Not Available,0,2016
Newton,Orange Grove,<=60,0,2016
Newton,Orange Grove,>60 to 80,80,2016
Newton,Orange Grove,>80 to 100,10,2016
Newton,Orange Grove,>100 to 120,100,2016
Newton,Orange Grove,>120,1540,2016
Newton,Orange Grove,Not Available,10,2016
North-Eastern Islands,North-Eastern Islands,<=60,0,2016
North-Eastern Islands,North-Eastern Islands,>60 to 80,0,2016
North-Eastern Islands,North-Eastern Islands,>80 to 100,0,2016
North-Eastern Islands,North-Eastern Islands,>100 to 120,0,2016
North-Eastern Islands,North-Eastern Islands,>120,0,2016
North-Eastern Islands,North-Eastern Islands,Not Available,0,2016
Novena,Balestier,<=60,2930,2016
Novena,Balestier,>60 to 80,3040,2016
Novena,Balestier,>80 to 100,2690,2016
Novena,Balestier,>100 to 120,2490,2016
Novena,Balestier,>120,3220,2016
Novena,Balestier,Not Available,660,2016
Novena,Dunearn,<=60,0,2016
Novena,Dunearn,>60 to 80,10,2016
Novena,Dunearn,>80 to 100,40,2016
Novena,Dunearn,>100 to 120,30,2016
Novena,Dunearn,>120,1380,2016
Novena,Dunearn,Not Available,0,2016
Novena,Malcolm,<=60,30,2016
Novena,Malcolm,>60 to 80,30,2016
Novena,Malcolm,>80 to 100,70,2016
Novena,Malcolm,>100 to 120,30,2016
Novena,Malcolm,>120,960,2016
Novena,Malcolm,Not Available,0,2016
Novena,Moulmein,<=60,630,2016
Novena,Moulmein,>60 to 80,560,2016
Novena,Moulmein,>80 to 100,1280,2016
Novena,Moulmein,>100 to 120,1170,2016
Novena,Moulmein,>120,2710,2016
Novena,Moulmein,Not Available,400,2016
Novena,Mount Pleasant,<=60,0,2016
Novena,Mount Pleasant,>60 to 80,0,2016
Novena,Mount Pleasant,>80 to 100,0,2016
Novena,Mount Pleasant,>100 to 120,0,2016
Novena,Mount Pleasant,>120,230,2016
Novena,Mount Pleasant,Not Available,0,2016
Orchard,Boulevard,<=60,170,2016
Orchard,Boulevard,>60 to 80,60,2016
Orchard,Boulevard,>80 to 100,90,2016
Orchard,Boulevard,>100 to 120,100,2016
Orchard,Boulevard,>120,290,2016
Orchard,Boulevard,Not Available,0,2016
Orchard,Somerset,<=60,0,2016
Orchard,Somerset,>60 to 80,40,2016
Orchard,Somerset,>80 to 100,0,2016
Orchard,Somerset,>100 to 120,20,2016
Orchard,Somerset,>120,40,2016
Orchard,Somerset,Not Available,0,2016
Orchard,Tanglin,<=60,0,2016
Orchard,Tanglin,>60 to 80,0,2016
Orchard,Tanglin,>80 to 100,0,2016
Orchard,Tanglin,>100 to 120,30,2016
Orchard,Tanglin,>120,410,2016
Orchard,Tanglin,Not Available,0,2016
Outram,China Square,<=60,370,2016
Outram,China Square,>60 to 80,220,2016
Outram,China Square,>80 to 100,0,2016
Outram,China Square,>100 to 120,10,2016
Outram,China Square,>120,40,2016
Outram,China Square,Not Available,0,2016
Outram,Chinatown,<=60,1500,2016
Outram,Chinatown,>60 to 80,470,2016
Outram,Chinatown,>80 to 100,1830,2016
Outram,Chinatown,>100 to 120,720,2016
Outram,Chinatown,>120,110,2016
Outram,Chinatown,Not Available,50,2016
Outram,Pearl's Hill,<=60,2540,2016
Outram,Pearl's Hill,>60 to 80,560,2016
Outram,Pearl's Hill,>80 to 100,50,2016
Outram,Pearl's Hill,>100 to 120,80,2016
Outram,Pearl's Hill,>120,440,2016
Outram,Pearl's Hill,Not Available,80,2016
Outram,People's Park,<=60,90,2016
Outram,People's Park,>60 to 80,0,2016
Outram,People's Park,>80 to 100,0,2016
Outram,People's Park,>100 to 120,160,2016
Outram,People's Park,>120,30,2016
Outram,People's Park,Not Available,10,2016
Pasir Ris,Flora Drive,<=60,480,2016
Pasir Ris,Flora Drive,>60 to 80,680,2016
Pasir Ris,Flora Drive,>80 to 100,1330,2016
Pasir Ris,Flora Drive,>100 to 120,1040,2016
Pasir Ris,Flora Drive,>120,2690,2016
Pasir Ris,Flora Drive,Not Available,10,2016
Pasir Ris,Loyang East,<=60,0,2016
Pasir Ris,Loyang East,>60 to 80,0,2016
Pasir Ris,Loyang East,>80 to 100,40,2016
Pasir Ris,Loyang East,>100 to 120,0,2016
Pasir Ris,Loyang East,>120,680,2016
Pasir Ris,Loyang East,Not Available,0,2016
Pasir Ris,Loyang West,<=60,0,2016
Pasir Ris,Loyang West,>60 to 80,0,2016
Pasir Ris,Loyang West,>80 to 100,0,2016
Pasir Ris,Loyang West,>100 to 120,0,2016
Pasir Ris,Loyang West,>120,0,2016
Pasir Ris,Loyang West,Not Available,0,2016
Pasir Ris,Pasir Ris Central,<=60,330,2016
Pasir Ris,Pasir Ris Central,>60 to 80,610,2016
Pasir Ris,Pasir Ris Central,>80 to 100,1580,2016
Pasir Ris,Pasir Ris Central,>100 to 120,2130,2016
Pasir Ris,Pasir Ris Central,>120,4760,2016
Pasir Ris,Pasir Ris Central,Not Available,0,2016
Pasir Ris,Pasir Ris Drive,<=60,430,2016
Pasir Ris,Pasir Ris Drive,>60 to 80,0,2016
Pasir Ris,Pasir Ris Drive,>80 to 100,240,2016
Pasir Ris,Pasir Ris Drive,>100 to 120,6710,2016
Pasir Ris,Pasir Ris Drive,>120,8180,2016
Pasir Ris,Pasir Ris Drive,Not Available,10,2016
Pasir Ris,Pasir Ris Park,<=60,370,2016
Pasir Ris,Pasir Ris Park,>60 to 80,400,2016
Pasir Ris,Pasir Ris Park,>80 to 100,620,2016
Pasir Ris,Pasir Ris Park,>100 to 120,750,2016
Pasir Ris,Pasir Ris Park,>120,600,2016
Pasir Ris,Pasir Ris Park,Not Available,0,2016
Pasir Ris,Pasir Ris Wafer Fab Park,<=60,0,2016
Pasir Ris,Pasir Ris Wafer Fab Park,>60 to 80,0,2016
Pasir Ris,Pasir Ris Wafer Fab Park,>80 to 100,0,2016
Pasir Ris,Pasir Ris Wafer Fab Park,>100 to 120,0,2016
Pasir Ris,Pasir Ris Wafer Fab Park,>120,0,2016
Pasir Ris,Pasir Ris Wafer Fab Park,Not Available,0,2016
Pasir Ris,Pasir Ris West,<=60,0,2016
Pasir Ris,Pasir Ris West,>60 to 80,40,2016
Pasir Ris,Pasir Ris West,>80 to 100,360,2016
Pasir Ris,Pasir Ris West,>100 to 120,3870,2016
Pasir Ris,Pasir Ris West,>120,5700,2016
Pasir Ris,Pasir Ris West,Not Available,0,2016
Paya Lebar,Airport Road,<=60,0,2016
Paya Lebar,Airport Road,>60 to 80,0,2016
Paya Lebar,Airport Road,>80 to 100,0,2016
Paya Lebar,Airport Road,>100 to 120,0,2016
Paya Lebar,Airport Road,>120,0,2016
Paya Lebar,Airport Road,Not Available,0,2016
Paya Lebar,Paya Lebar East,<=60,0,2016
Paya Lebar,Paya Lebar East,>60 to 80,0,2016
Paya Lebar,Paya Lebar East,>80 to 100,0,2016
Paya Lebar,Paya Lebar East,>100 to 120,0,2016
Paya Lebar,Paya Lebar East,>120,0,2016
Paya Lebar,Paya Lebar East,Not Available,0,2016
Paya Lebar,Paya Lebar North,<=60,0,2016
Paya Lebar,Paya Lebar North,>60 to 80,0,2016
Paya Lebar,Paya Lebar North,>80 to 100,0,2016
Paya Lebar,Paya Lebar North,>100 to 120,0,2016
Paya Lebar,Paya Lebar North,>120,0,2016
Paya Lebar,Paya Lebar North,Not Available,0,2016
Paya Lebar,Paya Lebar West,<=60,0,2016
Paya Lebar,Paya Lebar West,>60 to 80,0,2016
Paya Lebar,Paya Lebar West,>80 to 100,0,2016
Paya Lebar,Paya Lebar West,>100 to 120,0,2016
Paya Lebar,Paya Lebar West,>120,0,2016
Paya Lebar,Paya Lebar West,Not Available,0,2016
Paya Lebar,Plab,<=60,0,2016
Paya Lebar,Plab,>60 to 80,0,2016
Paya Lebar,Plab,>80 to 100,0,2016
Paya Lebar,Plab,>100 to 120,0,2016
Paya Lebar,Plab,>120,0,2016
Paya Lebar,Plab,Not Available,0,2016
Pioneer,Benoi Sector,<=60,0,2016
Pioneer,Benoi Sector,>60 to 80,0,2016
Pioneer,Benoi Sector,>80 to 100,0,2016
Pioneer,Benoi Sector,>100 to 120,0,2016
Pioneer,Benoi Sector,>120,0,2016
Pioneer,Benoi Sector,Not Available,0,2016
Pioneer,Gul Basin,<=60,0,2016
Pioneer,Gul Basin,>60 to 80,0,2016
Pioneer,Gul Basin,>80 to 100,0,2016
Pioneer,Gul Basin,>100 to 120,0,2016
Pioneer,Gul Basin,>120,0,2016
Pioneer,Gul Basin,Not Available,0,2016
Pioneer,Gul Circle,<=60,0,2016
Pioneer,Gul Circle,>60 to 80,0,2016
Pioneer,Gul Circle,>80 to 100,0,2016
Pioneer,Gul Circle,>100 to 120,0,2016
Pioneer,Gul Circle,>120,0,2016
Pioneer,Gul Circle,Not Available,0,2016
Pioneer,Joo Koon,<=60,0,2016
Pioneer,Joo Koon,>60 to 80,0,2016
Pioneer,Joo Koon,>80 to 100,0,2016
Pioneer,Joo Koon,>100 to 120,0,2016
Pioneer,Joo Koon,>120,0,2016
Pioneer,Joo Koon,Not Available,0,2016
Pioneer,Pioneer Sector,<=60,0,2016
Pioneer,Pioneer Sector,>60 to 80,0,2016
Pioneer,Pioneer Sector,>80 to 100,0,2016
Pioneer,Pioneer Sector,>100 to 120,0,2016
Pioneer,Pioneer Sector,>120,0,2016
Pioneer,Pioneer Sector,Not Available,0,2016
Punggol,Coney Island,<=60,0,2016
Punggol,Coney Island,>60 to 80,0,2016
Punggol,Coney Island,>80 to 100,0,2016
Punggol,Coney Island,>100 to 120,0,2016
Punggol,Coney Island,>120,0,2016
Punggol,Coney Island,Not Available,0,2016
Punggol,Matilda,<=60,1180,2016
Punggol,Matilda,>60 to 80,1750,2016
Punggol,Matilda,>80 to 100,6140,2016
Punggol,Matilda,>100 to 120,4280,2016
Punggol,Matilda,>120,490,2016
Punggol,Matilda,Not Available,0,2016
Punggol,Northshore,<=60,0,2016
Punggol,Northshore,>60 to 80,0,2016
Punggol,Northshore,>80 to 100,0,2016
Punggol,Northshore,>100 to 120,0,2016
Punggol,Northshore,>120,110,2016
Punggol,Northshore,Not Available,0,2016
Punggol,Punggol Canal,<=60,0,2016
Punggol,Punggol Canal,>60 to 80,0,2016
Punggol,Punggol Canal,>80 to 100,0,2016
Punggol,Punggol Canal,>100 to 120,0,2016
Punggol,Punggol Canal,>120,0,2016
Punggol,Punggol Canal,Not Available,0,2016
Punggol,Punggol Field,<=60,460,2016
Punggol,Punggol Field,>60 to 80,320,2016
Punggol,Punggol Field,>80 to 100,4990,2016
Punggol,Punggol Field,>100 to 120,8440,2016
Punggol,Punggol Field,>120,1520,2016
Punggol,Punggol Field,Not Available,0,2016
Punggol,Punggol Town Centre,<=60,0,2016
Punggol,Punggol Town Centre,>60 to 80,810,2016
Punggol,Punggol Town Centre,>80 to 100,3200,2016
Punggol,Punggol Town Centre,>100 to 120,990,2016
Punggol,Punggol Town Centre,>120,10,2016
Punggol,Punggol Town Centre,Not Available,0,2016
Punggol,Waterway East,<=60,1230,2016
Punggol,Waterway East,>60 to 80,1550,2016
Punggol,Waterway East,>80 to 100,7290,2016
Punggol,Waterway East,>100 to 120,3120,2016
Punggol,Waterway East,>120,110,2016
Punggol,Waterway East,Not Available,0,2016
Queenstown,Commonwealth,<=60,2610,2016
Queenstown,Commonwealth,>60 to 80,690,2016
Queenstown,Commonwealth,>80 to 100,0,2016
Queenstown,Commonwealth,>100 to 120,30,2016
Queenstown,Commonwealth,>120,50,2016
Queenstown,Commonwealth,Not Available,30,2016
Queenstown,Dover,<=60,180,2016
Queenstown,Dover,>60 to 80,1230,2016
Queenstown,Dover,>80 to 100,2170,2016
Queenstown,Dover,>100 to 120,1110,2016
Queenstown,Dover,>120,660,2016
Queenstown,Dover,Not Available,60,2016
Queenstown,Ghim Moh,<=60,800,2016
Queenstown,Ghim Moh,>60 to 80,1900,2016
Queenstown,Ghim Moh,>80 to 100,940,2016
Queenstown,Ghim Moh,>100 to 120,530,2016
Queenstown,Ghim Moh,>120,110,2016
Queenstown,Ghim Moh,Not Available,50,2016
Queenstown,Holland Drive,<=60,960,2016
Queenstown,Holland Drive,>60 to 80,2260,2016
Queenstown,Holland Drive,>80 to 100,1190,2016
