PA,SZ,FA,HSE,Time
Ang Mo Kio,Ang Mo Kio Town Centre,<=60,0,2024
Ang Mo Kio,Ang Mo Kio Town Centre,>60 to 80,180,2024
Ang Mo Kio,Ang Mo Kio Town Centre,>80 to 100,460,2024
Ang Mo Kio,Ang Mo Kio Town Centre,>100 to 120,1030,2024
Ang Mo Kio,Ang Mo Kio Town Centre,>120,210,2024
Ang Mo Kio,Ang Mo Kio Town Centre,Not Available,120,2024
Ang Mo Kio,Cheng San,<=60,490,2024
Ang Mo Kio,Cheng San,>60 to 80,4700,2024
Ang Mo Kio,Cheng San,>80 to 100,4170,2024
Ang Mo Kio,Cheng San,>100 to 120,1290,2024
Ang Mo Kio,Cheng San,>120,210,2024
Ang Mo Kio,Cheng San,Not Available,130,2024
Ang Mo Kio,Chong Boon,<=60,700,2024
Ang Mo Kio,Chong Boon,>60 to 80,4340,2024
Ang Mo Kio,Chong Boon,>80 to 100,3630,2024
Ang Mo Kio,Chong Boon,>100 to 120,1130,2024
Ang Mo Kio,Chong Boon,>120,130,2024
Ang Mo Kio,Chong Boon,Not Available,180,2024
Ang Mo Kio,Kebun Bahru,<=60,1260,2024
Ang Mo Kio,Kebun Bahru,>60 to 80,3720,2024
Ang Mo Kio,Kebun Bahru,>80 to 100,2680,2024
Ang Mo Kio,Kebun Bahru,>100 to 120,370,2024
Ang Mo Kio,Kebun Bahru,>120,870,2024
Ang Mo Kio,Kebun Bahru,Not Available,140,2024
Ang Mo Kio,Sembawang Hills,<=60,40,2024
Ang Mo Kio,Sembawang Hills,>60 to 80,70,2024
Ang Mo Kio,Sembawang Hills,>80 to 100,160,2024
Ang Mo Kio,Sembawang Hills,>100 to 120,150,2024
Ang Mo Kio,Sembawang Hills,>120,1610,2024
Ang Mo Kio,Sembawang Hills,Not Available,50,2024
Ang Mo Kio,Shangri-La,<=60,1450,2024
Ang Mo Kio,Shangri-La,>60 to 80,2390,2024
Ang Mo Kio,Shangri-La,>80 to 100,2100,2024
Ang Mo Kio,Shangri-La,>100 to 120,470,2024
Ang Mo Kio,Shangri-La,>120,460,2024
Ang Mo Kio,Shangri-La,Not Available,80,2024
Ang Mo Kio,Tagore,<=60,50,2024
Ang Mo Kio,Tagore,>60 to 80,140,2024
Ang Mo Kio,Tagore,>80 to 100,60,2024
Ang Mo Kio,Tagore,>100 to 120,430,2024
Ang Mo Kio,Tagore,>120,1840,2024
Ang Mo Kio,Tagore,Not Available,10,2024
Ang Mo Kio,Townsville,<=60,730,2024
Ang Mo Kio,Townsville,>60 to 80,2410,2024
Ang Mo Kio,Townsville,>80 to 100,3650,2024
Ang Mo Kio,Townsville,>100 to 120,650,2024
Ang Mo Kio,Townsville,>120,530,2024
Ang Mo Kio,Townsville,Not Available,70,2024
Ang Mo Kio,Yio Chu Kang,<=60,0,2024
Ang Mo Kio,Yio Chu Kang,>60 to 80,0,2024
Ang Mo Kio,Yio Chu Kang,>80 to 100,0,2024
Ang Mo Kio,Yio Chu Kang,>100 to 120,0,2024
Ang Mo Kio,Yio Chu Kang,>120,0,2024
Ang Mo Kio,Yio Chu Kang,Not Available,0,2024
Ang Mo Kio,Yio Chu Kang East,<=60,40,2024
Ang Mo Kio,Yio Chu Kang East,>60 to 80,70,2024
Ang Mo Kio,Yio Chu Kang East,>80 to 100,40,2024
Ang Mo Kio,Yio Chu Kang East,>100 to 120,170,2024
Ang Mo Kio,Yio Chu Kang East,>120,1110,2024
Ang Mo Kio,Yio Chu Kang East,Not Available,0,2024
Ang Mo Kio,Yio Chu Kang North,<=60,0,2024
Ang Mo Kio,Yio Chu Kang North,>60 to 80,0,2024
Ang Mo Kio,Yio Chu Kang North,>80 to 100,0,2024
Ang Mo Kio,Yio Chu Kang North,>100 to 120,0,2024
Ang Mo Kio,Yio Chu Kang North,>120,0,2024
Ang Mo Kio,Yio Chu Kang North,Not Available,0,2024
Ang Mo Kio,Yio Chu Kang West,<=60,1310,2024
Ang Mo Kio,Yio Chu Kang West,>60 to 80,2590,2024
Ang Mo Kio,Yio Chu Kang West,>80 to 100,2710,2024
Ang Mo Kio,Yio Chu Kang West,>100 to 120,1160,2024
Ang Mo Kio,Yio Chu Kang West,>120,1760,2024
Ang Mo Kio,Yio Chu Kang West,Not Available,70,2024
Bedok,Bayshore,<=60,70,2024
Bedok,Bayshore,>60 to 80,120,2024
Bedok,Bayshore,>80 to 100,1460,2024
Bedok,Bayshore,>100 to 120,1070,2024
Bedok,Bayshore,>120,1430,2024
Bedok,Bayshore,Not Available,0,2024
Bedok,Bedok North,<=60,5310,2024
Bedok,Bedok North,>60 to 80,9740,2024
Bedok,Bedok North,>80 to 100,10910,2024
Bedok,Bedok North,>100 to 120,3150,2024
Bedok,Bedok North,>120,3140,2024
Bedok,Bedok North,Not Available,540,2024
Bedok,Bedok Reservoir,<=60,200,2024
Bedok,Bedok Reservoir,>60 to 80,1260,2024
Bedok,Bedok Reservoir,>80 to 100,1820,2024
Bedok,Bedok Reservoir,>100 to 120,3920,2024
Bedok,Bedok Reservoir,>120,2200,2024
Bedok,Bedok Reservoir,Not Available,60,2024
Bedok,Bedok South,<=60,2490,2024
Bedok,Bedok South,>60 to 80,3360,2024
Bedok,Bedok South,>80 to 100,4950,2024
Bedok,Bedok South,>100 to 120,2270,2024
Bedok,Bedok South,>120,5570,2024
Bedok,Bedok South,Not Available,180,2024
Bedok,Frankel,<=60,1230,2024
Bedok,Frankel,>60 to 80,850,2024
Bedok,Frankel,>80 to 100,1300,2024
Bedok,Frankel,>100 to 120,1970,2024
Bedok,Frankel,>120,8140,2024
Bedok,Frankel,Not Available,400,2024
Bedok,Kaki Bukit,<=60,1070,2024
Bedok,Kaki Bukit,>60 to 80,2180,2024
Bedok,Kaki Bukit,>80 to 100,3330,2024
Bedok,Kaki Bukit,>100 to 120,1650,2024
Bedok,Kaki Bukit,>120,4230,2024
Bedok,Kaki Bukit,Not Available,100,2024
Bedok,Kembangan,<=60,2180,2024
Bedok,Kembangan,>60 to 80,3080,2024
Bedok,Kembangan,>80 to 100,2090,2024
Bedok,Kembangan,>100 to 120,1780,2024
Bedok,Kembangan,>120,4540,2024
Bedok,Kembangan,Not Available,190,2024
Bedok,Siglap,<=60,290,2024
Bedok,Siglap,>60 to 80,420,2024
Bedok,Siglap,>80 to 100,160,2024
Bedok,Siglap,>100 to 120,550,2024
Bedok,Siglap,>120,2170,2024
Bedok,Siglap,Not Available,0,2024
Bishan,Bishan East,<=60,300,2024
Bishan,Bishan East,>60 to 80,1370,2024
Bishan,Bishan East,>80 to 100,2610,2024
Bishan,Bishan East,>100 to 120,1710,2024
Bishan,Bishan East,>120,3890,2024
Bishan,Bishan East,Not Available,50,2024
Bishan,Marymount,<=60,50,2024
Bishan,Marymount,>60 to 80,10,2024
Bishan,Marymount,>80 to 100,490,2024
Bishan,Marymount,>100 to 120,5230,2024
Bishan,Marymount,>120,3490,2024
Bishan,Marymount,Not Available,40,2024
Bishan,Upper Thomson,<=60,1010,2024
Bishan,Upper Thomson,>60 to 80,2040,2024
Bishan,Upper Thomson,>80 to 100,1760,2024
Bishan,Upper Thomson,>100 to 120,2060,2024
Bishan,Upper Thomson,>120,5040,2024
Bishan,Upper Thomson,Not Available,80,2024
Boon Lay,Liu Fang,<=60,0,2024
Boon Lay,Liu Fang,>60 to 80,0,2024
Boon Lay,Liu Fang,>80 to 100,0,2024
Boon Lay,Liu Fang,>100 to 120,0,2024
Boon Lay,Liu Fang,>120,0,2024
Boon Lay,Liu Fang,Not Available,0,2024
Boon Lay,Samulun,<=60,0,2024
Boon Lay,Samulun,>60 to 80,0,2024
Boon Lay,Samulun,>80 to 100,0,2024
Boon Lay,Samulun,>100 to 120,0,2024
Boon Lay,Samulun,>120,0,2024
Boon Lay,Samulun,Not Available,0,2024
Boon Lay,Shipyard,<=60,0,2024
Boon Lay,Shipyard,>60 to 80,0,2024
Boon Lay,Shipyard,>80 to 100,0,2024
Boon Lay,Shipyard,>100 to 120,0,2024
Boon Lay,Shipyard,>120,0,2024
Boon Lay,Shipyard,Not Available,0,2024
Boon Lay,Tukang,<=60,0,2024
Boon Lay,Tukang,>60 to 80,0,2024
Boon Lay,Tukang,>80 to 100,0,2024
Boon Lay,Tukang,>100 to 120,0,2024
Boon Lay,Tukang,>120,0,2024
Boon Lay,Tukang,Not Available,0,2024
Bukit Batok,Brickworks,<=60,4450,2024
Bukit Batok,Brickworks,>60 to 80,1270,2024
Bukit Batok,Brickworks,>80 to 100,3820,2024
Bukit Batok,Brickworks,>100 to 120,2180,2024
Bukit Batok,Brickworks,>120,80,2024
Bukit Batok,Brickworks,Not Available,0,2024
Bukit Batok,Bukit Batok Central,<=60,860,2024
Bukit Batok,Bukit Batok Central,>60 to 80,1770,2024
Bukit Batok,Bukit Batok Central,>80 to 100,1640,2024
Bukit Batok,Bukit Batok Central,>100 to 120,3450,2024
Bukit Batok,Bukit Batok Central,>120,2000,2024
Bukit Batok,Bukit Batok Central,Not Available,70,2024
Bukit Batok,Bukit Batok East,<=60,0,2024
Bukit Batok,Bukit Batok East,>60 to 80,2350,2024
Bukit Batok,Bukit Batok East,>80 to 100,1130,2024
Bukit Batok,Bukit Batok East,>100 to 120,440,2024
Bukit Batok,Bukit Batok East,>120,580,2024
Bukit Batok,Bukit Batok East,Not Available,80,2024
Bukit Batok,Bukit Batok South,<=60,0,2024
Bukit Batok,Bukit Batok South,>60 to 80,140,2024
Bukit Batok,Bukit Batok South,>80 to 100,1080,2024
Bukit Batok,Bukit Batok South,>100 to 120,1970,2024
Bukit Batok,Bukit Batok South,>120,1440,2024
Bukit Batok,Bukit Batok South,Not Available,0,2024
Bukit Batok,Bukit Batok West,<=60,0,2024
Bukit Batok,Bukit Batok West,>60 to 80,1880,2024
Bukit Batok,Bukit Batok West,>80 to 100,1010,2024
Bukit Batok,Bukit Batok West,>100 to 120,1490,2024
Bukit Batok,Bukit Batok West,>120,630,2024
Bukit Batok,Bukit Batok West,Not Available,60,2024
Bukit Batok,Gombak,<=60,200,2024
Bukit Batok,Gombak,>60 to 80,90,2024
Bukit Batok,Gombak,>80 to 100,1360,2024
Bukit Batok,Gombak,>100 to 120,870,2024
Bukit Batok,Gombak,>120,780,2024
Bukit Batok,Gombak,Not Available,0,2024
Bukit Batok,Guilin,<=60,780,2024
Bukit Batok,Guilin,>60 to 80,1030,2024
Bukit Batok,Guilin,>80 to 100,940,2024
Bukit Batok,Guilin,>100 to 120,1290,2024
Bukit Batok,Guilin,>120,860,2024
Bukit Batok,Guilin,Not Available,10,2024
Bukit Batok,Hillview,<=60,820,2024
Bukit Batok,Hillview,>60 to 80,650,2024
Bukit Batok,Hillview,>80 to 100,1500,2024
Bukit Batok,Hillview,>100 to 120,1870,2024
Bukit Batok,Hillview,>120,3840,2024
Bukit Batok,Hillview,Not Available,10,2024
Bukit Batok,Hong Kah North,<=60,380,2024
Bukit Batok,Hong Kah North,>60 to 80,3010,2024
Bukit Batok,Hong Kah North,>80 to 100,2900,2024
Bukit Batok,Hong Kah North,>100 to 120,1120,2024
Bukit Batok,Hong Kah North,>120,1320,2024
Bukit Batok,Hong Kah North,Not Available,90,2024
Bukit Merah,Alexandra Hill,<=60,2270,2024
Bukit Merah,Alexandra Hill,>60 to 80,650,2024
Bukit Merah,Alexandra Hill,>80 to 100,880,2024
Bukit Merah,Alexandra Hill,>100 to 120,660,2024
Bukit Merah,Alexandra Hill,>120,750,2024
Bukit Merah,Alexandra Hill,Not Available,210,2024
Bukit Merah,Alexandra North,<=60,230,2024
Bukit Merah,Alexandra North,>60 to 80,510,2024
Bukit Merah,Alexandra North,>80 to 100,270,2024
Bukit Merah,Alexandra North,>100 to 120,580,2024
Bukit Merah,Alexandra North,>120,270,2024
Bukit Merah,Alexandra North,Not Available,0,2024
Bukit Merah,Bukit Ho Swee,<=60,3160,2024
Bukit Merah,Bukit Ho Swee,>60 to 80,1140,2024
Bukit Merah,Bukit Ho Swee,>80 to 100,1200,2024
Bukit Merah,Bukit Ho Swee,>100 to 120,670,2024
Bukit Merah,Bukit Ho Swee,>120,130,2024
Bukit Merah,Bukit Ho Swee,Not Available,130,2024
Bukit Merah,Bukit Merah,<=60,0,2024
Bukit Merah,Bukit Merah,>60 to 80,60,2024
Bukit Merah,Bukit Merah,>80 to 100,10,2024
Bukit Merah,Bukit Merah,>100 to 120,270,2024
Bukit Merah,Bukit Merah,>120,20,2024
Bukit Merah,Bukit Merah,Not Available,40,2024
Bukit Merah,City Terminals,<=60,0,2024
Bukit Merah,City Terminals,>60 to 80,0,2024
Bukit Merah,City Terminals,>80 to 100,0,2024
Bukit Merah,City Terminals,>100 to 120,0,2024
Bukit Merah,City Terminals,>120,0,2024
Bukit Merah,City Terminals,Not Available,0,2024
Bukit Merah,Depot Road,<=60,110,2024
Bukit Merah,Depot Road,>60 to 80,170,2024
Bukit Merah,Depot Road,>80 to 100,930,2024
Bukit Merah,Depot Road,>100 to 120,770,2024
Bukit Merah,Depot Road,>120,740,2024
Bukit Merah,Depot Road,Not Available,0,2024
Bukit Merah,Everton Park,<=60,990,2024
Bukit Merah,Everton Park,>60 to 80,930,2024
Bukit Merah,Everton Park,>80 to 100,970,2024
Bukit Merah,Everton Park,>100 to 120,650,2024
Bukit Merah,Everton Park,>120,820,2024
Bukit Merah,Everton Park,Not Available,60,2024
Bukit Merah,Henderson Hill,<=60,2230,2024
Bukit Merah,Henderson Hill,>60 to 80,2300,2024
Bukit Merah,Henderson Hill,>80 to 100,850,2024
Bukit Merah,Henderson Hill,>100 to 120,350,2024
Bukit Merah,Henderson Hill,>120,260,2024
Bukit Merah,Henderson Hill,Not Available,10,2024
Bukit Merah,Kampong Tiong Bahru,<=60,1780,2024
Bukit Merah,Kampong Tiong Bahru,>60 to 80,1590,2024
Bukit Merah,Kampong Tiong Bahru,>80 to 100,420,2024
Bukit Merah,Kampong Tiong Bahru,>100 to 120,740,2024
Bukit Merah,Kampong Tiong Bahru,>120,240,2024
Bukit Merah,Kampong Tiong Bahru,Not Available,90,2024
Bukit Merah,Maritime Square,<=60,90,2024
Bukit Merah,Maritime Square,>60 to 80,210,2024
Bukit Merah,Maritime Square,>80 to 100,530,2024
Bukit Merah,Maritime Square,>100 to 120,710,2024
Bukit Merah,Maritime Square,>120,1530,2024
Bukit Merah,Maritime Square,Not Available,30,2024
Bukit Merah,Redhill,<=60,1300,2024
Bukit Merah,Redhill,>60 to 80,620,2024
Bukit Merah,Redhill,>80 to 100,1450,2024
Bukit Merah,Redhill,>100 to 120,880,2024
Bukit Merah,Redhill,>120,980,2024
Bukit Merah,Redhill,Not Available,30,2024
Bukit Merah,Singapore General Hospital,<=60,0,2024
Bukit Merah,Singapore General Hospital,>60 to 80,0,2024
Bukit Merah,Singapore General Hospital,>80 to 100,0,2024
Bukit Merah,Singapore General Hospital,>100 to 120,0,2024
Bukit Merah,Singapore General Hospital,>120,0,2024
Bukit Merah,Singapore General Hospital,Not Available,0,2024
Bukit Merah,Telok Blangah Drive,<=60,860,2024
Bukit Merah,Telok Blangah Drive,>60 to 80,2230,2024
Bukit Merah,Telok Blangah Drive,>80 to 100,3270,2024
Bukit Merah,Telok Blangah Drive,>100 to 120,1020,2024
Bukit Merah,Telok Blangah Drive,>120,430,2024
Bukit Merah,Telok Blangah Drive,Not Available,50,2024
Bukit Merah,Telok Blangah Rise,<=60,1000,2024
Bukit Merah,Telok Blangah Rise,>60 to 80,1270,2024
Bukit Merah,Telok Blangah Rise,>80 to 100,690,2024
Bukit Merah,Telok Blangah Rise,>100 to 120,1290,2024
Bukit Merah,Telok Blangah Rise,>120,490,2024
Bukit Merah,Telok Blangah Rise,Not Available,50,2024
Bukit Merah,Telok Blangah Way,<=60,1360,2024
Bukit Merah,Telok Blangah Way,>60 to 80,1570,2024
Bukit Merah,Telok Blangah Way,>80 to 100,490,2024
Bukit Merah,Telok Blangah Way,>100 to 120,400,2024
Bukit Merah,Telok Blangah Way,>120,90,2024
Bukit Merah,Telok Blangah Way,Not Available,40,2024
Bukit Merah,Tiong Bahru,<=60,330,2024
Bukit Merah,Tiong Bahru,>60 to 80,1030,2024
Bukit Merah,Tiong Bahru,>80 to 100,2860,2024
Bukit Merah,Tiong Bahru,>100 to 120,1250,2024
Bukit Merah,Tiong Bahru,>120,180,2024
Bukit Merah,Tiong Bahru,Not Available,140,2024
Bukit Merah,Tiong Bahru Station,<=60,1150,2024
Bukit Merah,Tiong Bahru Station,>60 to 80,90,2024
Bukit Merah,Tiong Bahru Station,>80 to 100,2450,2024
Bukit Merah,Tiong Bahru Station,>100 to 120,1620,2024
Bukit Merah,Tiong Bahru Station,>120,680,2024
Bukit Merah,Tiong Bahru Station,Not Available,40,2024
Bukit Panjang,Bangkit,<=60,20,2024
Bukit Panjang,Bangkit,>60 to 80,1340,2024
Bukit Panjang,Bangkit,>80 to 100,910,2024
Bukit Panjang,Bangkit,>100 to 120,2930,2024
Bukit Panjang,Bangkit,>120,1840,2024
Bukit Panjang,Bangkit,Not Available,20,2024
Bukit Panjang,Dairy Farm,<=60,150,2024
Bukit Panjang,Dairy Farm,>60 to 80,470,2024
Bukit Panjang,Dairy Farm,>80 to 100,400,2024
Bukit Panjang,Dairy Farm,>100 to 120,850,2024
Bukit Panjang,Dairy Farm,>120,1310,2024
Bukit Panjang,Dairy Farm,Not Available,0,2024
Bukit Panjang,Fajar,<=60,270,2024
Bukit Panjang,Fajar,>60 to 80,620,2024
Bukit Panjang,Fajar,>80 to 100,2320,2024
Bukit Panjang,Fajar,>100 to 120,3160,2024
Bukit Panjang,Fajar,>120,1880,2024
Bukit Panjang,Fajar,Not Available,0,2024
Bukit Panjang,Jelebu,<=60,350,2024
Bukit Panjang,Jelebu,>60 to 80,1810,2024
Bukit Panjang,Jelebu,>80 to 100,1020,2024
Bukit Panjang,Jelebu,>100 to 120,3590,2024
Bukit Panjang,Jelebu,>120,3650,2024
Bukit Panjang,Jelebu,Not Available,10,2024
Bukit Panjang,Nature Reserve,<=60,0,2024
Bukit Panjang,Nature Reserve,>60 to 80,20,2024
Bukit Panjang,Nature Reserve,>80 to 100,160,2024
Bukit Panjang,Nature Reserve,>100 to 120,550,2024
Bukit Panjang,Nature Reserve,>120,820,2024
Bukit Panjang,Nature Reserve,Not Available,0,2024
Bukit Panjang,Saujana,<=60,110,2024
Bukit Panjang,Saujana,>60 to 80,260,2024
Bukit Panjang,Saujana,>80 to 100,1920,2024
Bukit Panjang,Saujana,>100 to 120,2860,2024
Bukit Panjang,Saujana,>120,2400,2024
Bukit Panjang,Saujana,Not Available,0,2024
Bukit Panjang,Senja,<=60,1610,2024
Bukit Panjang,Senja,>60 to 80,400,2024
Bukit Panjang,Senja,>80 to 100,3550,2024
Bukit Panjang,Senja,>100 to 120,2220,2024
Bukit Panjang,Senja,>120,430,2024
Bukit Panjang,Senja,Not Available,0,2024
Bukit Timah,Anak Bukit,<=60,700,2024
Bukit Timah,Anak Bukit,>60 to 80,570,2024
Bukit Timah,Anak Bukit,>80 to 100,880,2024
Bukit Timah,Anak Bukit,>100 to 120,1230,2024
Bukit Timah,Anak Bukit,>120,4890,2024
Bukit Timah,Anak Bukit,Not Available,90,2024
Bukit Timah,Coronation Road,<=60,250,2024
Bukit Timah,Coronation Road,>60 to 80,170,2024
Bukit Timah,Coronation Road,>80 to 100,180,2024
Bukit Timah,Coronation Road,>100 to 120,150,2024
Bukit Timah,Coronation Road,>120,2010,2024
Bukit Timah,Coronation Road,Not Available,40,2024
Bukit Timah,Farrer Court,<=60,430,2024
Bukit Timah,Farrer Court,>60 to 80,830,2024
Bukit Timah,Farrer Court,>80 to 100,600,2024
Bukit Timah,Farrer Court,>100 to 120,380,2024
Bukit Timah,Farrer Court,>120,1720,2024
Bukit Timah,Farrer Court,Not Available,60,2024
Bukit Timah,Hillcrest,<=60,120,2024
Bukit Timah,Hillcrest,>60 to 80,150,2024
Bukit Timah,Hillcrest,>80 to 100,320,2024
Bukit Timah,Hillcrest,>100 to 120,210,2024
Bukit Timah,Hillcrest,>120,2740,2024
Bukit Timah,Hillcrest,Not Available,100,2024
Bukit Timah,Holland Road,<=60,130,2024
Bukit Timah,Holland Road,>60 to 80,290,2024
Bukit Timah,Holland Road,>80 to 100,660,2024
Bukit Timah,Holland Road,>100 to 120,380,2024
Bukit Timah,Holland Road,>120,3380,2024
Bukit Timah,Holland Road,Not Available,30,2024
Bukit Timah,Leedon Park,<=60,220,2024
Bukit Timah,Leedon Park,>60 to 80,320,2024
Bukit Timah,Leedon Park,>80 to 100,300,2024
Bukit Timah,Leedon Park,>100 to 120,200,2024
Bukit Timah,Leedon Park,>120,2770,2024
Bukit Timah,Leedon Park,Not Available,10,2024
Bukit Timah,Swiss Club,<=60,190,2024
Bukit Timah,Swiss Club,>60 to 80,210,2024
Bukit Timah,Swiss Club,>80 to 100,150,2024
Bukit Timah,Swiss Club,>100 to 120,320,2024
Bukit Timah,Swiss Club,>120,1500,2024
Bukit Timah,Swiss Club,Not Available,50,2024
Bukit Timah,Ulu Pandan,<=60,40,2024
Bukit Timah,Ulu Pandan,>60 to 80,60,2024
Bukit Timah,Ulu Pandan,>80 to 100,290,2024
Bukit Timah,Ulu Pandan,>100 to 120,300,2024
Bukit Timah,Ulu Pandan,>120,3880,2024
Bukit Timah,Ulu Pandan,Not Available,20,2024
Central Water Catchment,Central Water Catchment,<=60,0,2024
Central Water Catchment,Central Water Catchment,>60 to 80,0,2024
Central Water Catchment,Central Water Catchment,>80 to 100,0,2024
Central Water Catchment,Central Water Catchment,>100 to 120,0,2024
Central Water Catchment,Central Water Catchment,>120,0,2024
Central Water Catchment,Central Water Catchment,Not Available,0,2024
Changi,Changi Airport,<=60,0,2024
Changi,Changi Airport,>60 to 80,0,2024
Changi,Changi Airport,>80 to 100,0,2024
Changi,Changi Airport,>100 to 120,0,2024
Changi,Changi Airport,>120,0,2024
Changi,Changi Airport,Not Available,0,2024
Changi,Changi Point,<=60,40,2024
Changi,Changi Point,>60 to 80,160,2024
Changi,Changi Point,>80 to 100,0,2024
Changi,Changi Point,>100 to 120,10,2024
Changi,Changi Point,>120,70,2024
Changi,Changi Point,Not Available,70,2024
Changi,Changi West,<=60,40,2024
Changi,Changi West,>60 to 80,0,2024
Changi,Changi West,>80 to 100,0,2024
Changi,Changi West,>100 to 120,0,2024
Changi,Changi West,>120,70,2024
Changi,Changi West,Not Available,0,2024
Changi Bay,Changi Bay,<=60,0,2024
Changi Bay,Changi Bay,>60 to 80,0,2024
Changi Bay,Changi Bay,>80 to 100,0,2024
Changi Bay,Changi Bay,>100 to 120,0,2024
Changi Bay,Changi Bay,>120,0,2024
Changi Bay,Changi Bay,Not Available,0,2024
Choa Chu Kang,Choa Chu Kang Central,<=60,0,2024
Choa Chu Kang,Choa Chu Kang Central,>60 to 80,80,2024
Choa Chu Kang,Choa Chu Kang Central,>80 to 100,540,2024
Choa Chu Kang,Choa Chu Kang Central,>100 to 120,4140,2024
Choa Chu Kang,Choa Chu Kang Central,>120,2120,2024
Choa Chu Kang,Choa Chu Kang Central,Not Available,10,2024
Choa Chu Kang,Choa Chu Kang North,<=60,690,2024
Choa Chu Kang,Choa Chu Kang North,>60 to 80,180,2024
Choa Chu Kang,Choa Chu Kang North,>80 to 100,190,2024
Choa Chu Kang,Choa Chu Kang North,>100 to 120,2880,2024
Choa Chu Kang,Choa Chu Kang North,>120,5070,2024
Choa Chu Kang,Choa Chu Kang North,Not Available,0,2024
Choa Chu Kang,Keat Hong,<=60,970,2024
Choa Chu Kang,Keat Hong,>60 to 80,940,2024
Choa Chu Kang,Keat Hong,>80 to 100,3890,2024
Choa Chu Kang,Keat Hong,>100 to 120,4860,2024
Choa Chu Kang,Keat Hong,>120,1510,2024
Choa Chu Kang,Keat Hong,Not Available,20,2024
Choa Chu Kang,Peng Siang,<=60,270,2024
Choa Chu Kang,Peng Siang,>60 to 80,260,2024
Choa Chu Kang,Peng Siang,>80 to 100,1950,2024
Choa Chu Kang,Peng Siang,>100 to 120,5470,2024
Choa Chu Kang,Peng Siang,>120,2200,2024
Choa Chu Kang,Peng Siang,Not Available,0,2024
Choa Chu Kang,Teck Whye,<=60,1300,2024
Choa Chu Kang,Teck Whye,>60 to 80,1510,2024
Choa Chu Kang,Teck Whye,>80 to 100,1600,2024
Choa Chu Kang,Teck Whye,>100 to 120,2260,2024
Choa Chu Kang,Teck Whye,>120,1830,2024
Choa Chu Kang,Teck Whye,Not Available,40,2024
Choa Chu Kang,Yew Tee,<=60,0,2024
Choa Chu Kang,Yew Tee,>60 to 80,10,2024
Choa Chu Kang,Yew Tee,>80 to 100,2240,2024
Choa Chu Kang,Yew Tee,>100 to 120,5830,2024
Choa Chu Kang,Yew Tee,>120,3990,2024
Choa Chu Kang,Yew Tee,Not Available,0,2024
Clementi,Clementi Central,<=60,50,2024
Clementi,Clementi Central,>60 to 80,1640,2024
Clementi,Clementi Central,>80 to 100,2620,2024
Clementi,Clementi Central,>100 to 120,710,2024
Clementi,Clementi Central,>120,680,2024
Clementi,Clementi Central,Not Available,190,2024
Clementi,Clementi North,<=60,690,2024
Clementi,Clementi North,>60 to 80,4830,2024
Clementi,Clementi North,>80 to 100,4940,2024
Clementi,Clementi North,>100 to 120,1400,2024
Clementi,Clementi North,>120,650,2024
Clementi,Clementi North,Not Available,120,2024
Clementi,Clementi West,<=60,210,2024
Clementi,Clementi West,>60 to 80,3130,2024
Clementi,Clementi West,>80 to 100,2430,2024
Clementi,Clementi West,>100 to 120,1210,2024
Clementi,Clementi West,>120,450,2024
Clementi,Clementi West,Not Available,100,2024
Clementi,Clementi Woods,<=60,880,2024
Clementi,Clementi Woods,>60 to 80,1910,2024
Clementi,Clementi Woods,>80 to 100,2510,2024
Clementi,Clementi Woods,>100 to 120,1340,2024
Clementi,Clementi Woods,>120,1400,2024
Clementi,Clementi Woods,Not Available,10,2024
Clementi,Faber,<=60,310,2024
Clementi,Faber,>60 to 80,730,2024
Clementi,Faber,>80 to 100,840,2024
Clementi,Faber,>100 to 120,640,2024
Clementi,Faber,>120,980,2024
Clementi,Faber,Not Available,30,2024
Clementi,Pandan,<=60,0,2024
Clementi,Pandan,>60 to 80,0,2024
Clementi,Pandan,>80 to 100,0,2024
Clementi,Pandan,>100 to 120,0,2024
Clementi,Pandan,>120,0,2024
Clementi,Pandan,Not Available,0,2024
Clementi,Sunset Way,<=60,0,2024
Clementi,Sunset Way,>60 to 80,70,2024
Clementi,Sunset Way,>80 to 100,140,2024
Clementi,Sunset Way,>100 to 120,430,2024
Clementi,Sunset Way,>120,1400,2024
Clementi,Sunset Way,Not Available,30,2024
Clementi,Toh Tuck,<=60,0,2024
Clementi,Toh Tuck,>60 to 80,0,2024
Clementi,Toh Tuck,>80 to 100,0,2024
Clementi,Toh Tuck,>100 to 120,0,2024
Clementi,Toh Tuck,>120,0,2024
Clementi,Toh Tuck,Not Available,0,2024
Clementi,West Coast,<=60,760,2024
Clementi,West Coast,>60 to 80,520,2024
Clementi,West Coast,>80 to 100,700,2024
Clementi,West Coast,>100 to 120,970,2024
Clementi,West Coast,>120,1540,2024
Clementi,West Coast,Not Available,0,2024
Downtown Core,Anson,<=60,130,2024
Downtown Core,Anson,>60 to 80,0,2024
Downtown Core,Anson,>80 to 100,70,2024
Downtown Core,Anson,>100 to 120,0,2024
Downtown Core,Anson,>120,0,2024
Downtown Core,Anson,Not Available,30,2024
Downtown Core,Bayfront Subzone,<=60,0,2024
Downtown Core,Bayfront Subzone,>60 to 80,0,2024
Downtown Core,Bayfront Subzone,>80 to 100,0,2024
Downtown Core,Bayfront Subzone,>100 to 120,0,2024
Downtown Core,Bayfront Subzone,>120,0,2024
Downtown Core,Bayfront Subzone,Not Available,0,2024
